scope,program_id,program_name,credential,study_mode,school,url,catalogs,catalog_occurrence_count,official_course_reference_count,database_course_count,http_status,final_url,classification,reason,matched_program_id
current_catalog,0805CM,Breast Sonography,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/breast-sonography-microcredential-part-time-0805cm/,health-sciences,1,2,,200,https://www.bcit.ca/programs/breast-sonography-microcredential-part-time-0805cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0806CM,Musculoskeletal Sonography,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/musculoskeletal-sonography-microcredential-part-time-0806cm/,health-sciences,1,2,,200,https://www.bcit.ca/programs/musculoskeletal-sonography-microcredential-part-time-0806cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0810CM,Low-Code Mobile Application Development,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/low-code-mobile-application-development-microcredential-part-time-0810cm/,computing-it,1,,3,,https://www.bcit.ca/programs/low-code-mobile-application-development-microcredential-part-time-0810cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0810CM
current_catalog,0811CM,Essentials of Data Networks,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/essentials-of-data-networks-microcredential-part-time-0811cm/,computing-it,1,3,,200,https://www.bcit.ca/programs/essentials-of-data-networks-microcredential-part-time-0811cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0812CM,Cybersecurity Analysis for Network Administrators,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/cybersecurity-analysis-for-network-administrators-microcredential-part-time-0812cm/,computing-it,1,5,,200,https://www.bcit.ca/programs/cybersecurity-analysis-for-network-administrators-microcredential-part-time-0812cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0813CM,Advanced Forensic Nurse Examiner,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/advanced-forensic-nurse-examiner-microcredential-part-time-0813cm/,applied-natural-sciences|health-sciences,2,,7,,https://www.bcit.ca/programs/advanced-forensic-nurse-examiner-microcredential-part-time-0813cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0813CM
current_catalog,0814CM,Essential Field Skills for Environmental Professionals,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/essential-field-skills-for-environmental-professionals-microcredential-part-time-0814cm/,applied-natural-sciences|engineering,2,4,,200,https://www.bcit.ca/programs/essential-field-skills-for-environmental-professionals-microcredential-part-time-0814cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0815CM,Supervising Net-Zero and Passive House Construction,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/supervising-net-zero-and-passive-house-construction-microcredential-part-time-0815cm/,engineering|trades-apprenticeships,2,7,,200,https://www.bcit.ca/programs/supervising-net-zero-and-passive-house-construction-microcredential-part-time-0815cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0816CM,Applied Circular Economy: Zero Waste Buildings,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/applied-circular-economy-zero-waste-buildings-microcredential-part-time-0816cm/,applied-natural-sciences|engineering,2,,3,,https://www.bcit.ca/programs/applied-circular-economy-zero-waste-buildings-microcredential-part-time-0816cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0816CM
current_catalog,0817CM,Introduction to Forest Health Quantification with RPAS,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/introduction-to-forest-health-quantification-with-rpas-microcredential-part-time-0817cm/,applied-natural-sciences|engineering,2,4,,200,https://www.bcit.ca/programs/introduction-to-forest-health-quantification-with-rpas-microcredential-part-time-0817cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0819CM,Essentials of Net-Zero and Passive House Construction,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/essentials-of-net-zero-and-passive-house-construction-microcredential-part-time-0819cm/,engineering|trades-apprenticeships,4,6,,200,https://www.bcit.ca/programs/essentials-of-net-zero-and-passive-house-construction-microcredential-part-time-0819cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0820CM,Cybersecurity Essentials for IT Professionals,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/cybersecurity-essentials-for-it-professionals-microcredential-part-time-0820cm/,computing-it,2,,3,,https://www.bcit.ca/programs/cybersecurity-essentials-for-it-professionals-microcredential-part-time-0820cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0820CM
current_catalog,0822CM,Food Safety Preventive Controls and HACCP Plans,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/food-safety-preventive-controls-and-haccp-plans-microcredential-part-time-0822cm/,health-sciences,1,2,,200,https://www.bcit.ca/programs/food-safety-preventive-controls-and-haccp-plans-microcredential-part-time-0822cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0823CM,Food Safety Management,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/food-safety-management-microcredential-part-time-0823cm/,health-sciences,1,1,,200,https://www.bcit.ca/programs/food-safety-management-microcredential-part-time-0823cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0824CM,Animal Cell Culture,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/animal-cell-culture-microcredential-part-time-0824cm/,health-sciences,1,2,,200,https://www.bcit.ca/programs/animal-cell-culture-microcredential-part-time-0824cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0825CM,Canadian Employment Readiness (CER),Microcredential,Part-time,BCIT International,https://www.bcit.ca/programs/canadian-employment-readiness-cer-microcredential-part-time-0825cm/,business-media|computing-it,2,2,,200,https://www.bcit.ca/programs/canadian-employment-readiness-cer-microcredential-part-time-0825cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0826CM,Technical Communication Essentials,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/technical-communication-essentials-microcredential-part-time-0826cm/,business-media,1,,8,,https://www.bcit.ca/programs/technical-communication-essentials-microcredential-part-time-0826cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0826CM
current_catalog,0828CM,Student Mobility Preparedness,Microcredential,Part-time,BCIT International,https://www.bcit.ca/programs/student-mobility-preparedness-microcredential-part-time-0828cm/,business-media|computing-it,2,3,,200,https://www.bcit.ca/programs/student-mobility-preparedness-microcredential-part-time-0828cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0829CM,Building Energy Modelling and Simulation,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/building-energy-modelling-and-simulation-microcredential-part-time-0829cm/,applied-natural-sciences|engineering,2,3,,200,https://www.bcit.ca/programs/building-energy-modelling-and-simulation-microcredential-part-time-0829cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0830CM,Whole-Building Life Cycle Assessment Professional,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/whole-building-life-cycle-assessment-professional-microcredential-part-time-0830cm/,applied-natural-sciences|engineering|trades-apprenticeships,3,4,,200,https://www.bcit.ca/programs/whole-building-life-cycle-assessment-professional-microcredential-part-time-0830cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0831CM,Industrial Networking for Cybersecurity Professionals,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/industrial-networking-for-cybersecurity-professionals-microcredential-part-time-0831cm/,computing-it,1,,5,,https://www.bcit.ca/programs/industrial-networking-for-cybersecurity-professionals-microcredential-part-time-0831cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0831CM
current_catalog,0832CM,Cybersecurity Operations,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/cybersecurity-operations-microcredential-part-time-0832cm/,computing-it,1,,4,,https://www.bcit.ca/programs/cybersecurity-operations-microcredential-part-time-0832cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0832CM
current_catalog,0833CM,Forensic Nurse Death Investigator,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/forensic-nurse-death-investigator-microcredential-part-time-0833cm/,applied-natural-sciences|health-sciences,2,2,,200,https://www.bcit.ca/programs/forensic-nurse-death-investigator-microcredential-part-time-0833cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0835CM,International Education Practitioner - Foundation,Microcredential,Part-time,BCIT International,https://www.bcit.ca/programs/international-education-practitioner-foundation-microcredential-part-time-0835cm/,business-media|computing-it,2,5,,200,https://www.bcit.ca/programs/international-education-practitioner-foundation-microcredential-part-time-0835cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0836CM,Drone Applications for Environmental Risk Assessment,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/drone-applications-for-environmental-risk-assessment-microcredential-part-time-0836cm/,applied-natural-sciences|engineering,2,4,,200,https://www.bcit.ca/programs/drone-applications-for-environmental-risk-assessment-microcredential-part-time-0836cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0837CM,Foundational Digital Forensics Skills,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/foundational-digital-forensics-skills-microcredential-part-time-0837cm/,computing-it,2,3,,200,https://www.bcit.ca/programs/foundational-digital-forensics-skills-microcredential-part-time-0837cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0838CM,Automotive Service Management Essentials,Microcredential,Part-time,School of Transportation,https://www.bcit.ca/programs/automotive-service-management-essentials-microcredential-part-time-0838cm/,trades-apprenticeships,1,2,,200,https://www.bcit.ca/programs/automotive-service-management-essentials-microcredential-part-time-0838cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0839CM,"Fiber Optics - Principles, Installation and Repair",Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/fiber-optics-principles-installation-and-repair-microcredential-part-time-0839cm/,trades-apprenticeships,1,,2,,https://www.bcit.ca/programs/fiber-optics-principles-installation-and-repair-microcredential-part-time-0839cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0839CM
current_catalog,0840CM,Introduction to Full-Stack Web Development,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/introduction-to-full-stack-web-development-microcredential-part-time-0840cm/,business-media|computing-it,3,2,,200,https://www.bcit.ca/programs/introduction-to-full-stack-web-development-microcredential-part-time-0840cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0841CM,Web Development Foundations (WDF),Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/web-development-foundations-wdf-microcredential-part-time-0841cm/,business-media|computing-it,3,2,,200,https://www.bcit.ca/programs/web-development-foundations-wdf-microcredential-part-time-0841cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0842CM,Data Visualization with MS Power BI,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/data-visualization-with-ms-power-bi-microcredential-part-time-0842cm/,business-media|computing-it,6,2,,200,https://www.bcit.ca/programs/data-visualization-with-ms-power-bi-microcredential-part-time-0842cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0843CM,Spanish Language and Culture Fundamentals,Microcredential,Part-time,BCIT International,https://www.bcit.ca/programs/spanish-language-and-culture-fundamentals-microcredential-part-time-0843cm/,business-media|computing-it,3,2,,200,https://www.bcit.ca/programs/spanish-language-and-culture-fundamentals-microcredential-part-time-0843cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0844CM,Fundamentals of Virtual Containers,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/fundamentals-of-virtual-containers-microcredential-part-time-0844cm/,computing-it,3,2,,200,https://www.bcit.ca/programs/fundamentals-of-virtual-containers-microcredential-part-time-0844cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0845CM,Network Switching and Routing,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/network-switching-and-routing-microcredential-part-time-0845cm/,computing-it,1,,2,,https://www.bcit.ca/programs/network-switching-and-routing-microcredential-part-time-0845cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0845CM
current_catalog,0846CM,Sterile Field and the Aseptic Environment,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/sterile-field-and-the-aseptic-environment-microcredential-part-time-0846cm/,health-sciences,1,3,,200,https://www.bcit.ca/programs/sterile-field-and-the-aseptic-environment-microcredential-part-time-0846cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0847CM,Wind Turbine Essentials,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/wind-turbine-essentials-microcredential-part-time-0847cm/,trades-apprenticeships,1,2,,200,https://www.bcit.ca/programs/wind-turbine-essentials-microcredential-part-time-0847cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0848CM,Advanced Topics in Networking,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/advanced-topics-in-networking-microcredential-part-time-0848cm/,computing-it,1,2,,200,https://www.bcit.ca/programs/advanced-topics-in-networking-microcredential-part-time-0848cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0849CM,Asbestos Awareness and Safety,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/asbestos-awareness-and-safety-microcredential-part-time-0849cm/,health-sciences,1,3,,200,https://www.bcit.ca/programs/asbestos-awareness-and-safety-microcredential-part-time-0849cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0850CM,Fraud and Financial Crime Investigation,Microcredential,Part-time,School of Computing and Academic Studies,https://www.bcit.ca/programs/fraud-and-financial-crime-investigation-microcredential-part-time-0850cm/,applied-natural-sciences|business-media|computing-it,4,8,,200,https://www.bcit.ca/programs/fraud-and-financial-crime-investigation-microcredential-part-time-0850cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0851CM,Aircraft Defect Inspection and Reporting Techniques,Microcredential,Part-time,School of Transportation,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,trades-apprenticeships,1,2,,200,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0852CM,Canadian Engineering Professional Practice,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/canadian-engineering-professional-practice-microcredential-part-time-0852cm/,applied-natural-sciences|engineering,2,3,,200,https://www.bcit.ca/programs/canadian-engineering-professional-practice-microcredential-part-time-0852cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0853CM,Principles of Regenerative Building,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/principles-of-regenerative-building-microcredential-part-time-0853cm/,applied-natural-sciences|engineering,2,3,,200,https://www.bcit.ca/programs/principles-of-regenerative-building-microcredential-part-time-0853cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0854CM,Essentials of Community Energy and Emissions Management,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/essentials-of-community-energy-and-emissions-management-microcredential-part-time-0854cm/,applied-natural-sciences|engineering,2,6,,200,https://www.bcit.ca/programs/essentials-of-community-energy-and-emissions-management-microcredential-part-time-0854cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0855CM,Thermal Power Plant Simulation Proficiency,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/thermal-power-plant-simulation-proficiency-microcredential-part-time-0855cm/,engineering,1,2,,200,https://www.bcit.ca/programs/thermal-power-plant-simulation-proficiency-microcredential-part-time-0855cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0856CM,Retrofit Solutions for Rural Communities,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/retrofit-solutions-for-rural-communities-microcredential-part-time-0856cm/,trades-apprenticeships,1,2,,200,https://www.bcit.ca/programs/retrofit-solutions-for-rural-communities-microcredential-part-time-0856cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0857CM,Automotive Collision Estimator,Microcredential,Part-time,School of Transportation,https://www.bcit.ca/programs/automotive-collision-estimator-microcredential-part-time-0857cm/,trades-apprenticeships,1,2,,200,https://www.bcit.ca/programs/automotive-collision-estimator-microcredential-part-time-0857cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0859CM,Sexual and Reproductive Health Foundations,Microcredential,Part-time,School of Health Sciences,https://www.bcit.ca/programs/sexual-and-reproductive-health-foundations-microcredential-part-time-0859cm/,health-sciences,1,2,,200,https://www.bcit.ca/programs/sexual-and-reproductive-health-foundations-microcredential-part-time-0859cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0860CM,Heat Pump Maintenance and Troubleshooting,Microcredential,Part-time,School of Energy,https://www.bcit.ca/programs/heat-pump-maintenance-and-troubleshooting-microcredential-part-time-0860cm/,trades-apprenticeships,2,3,,200,https://www.bcit.ca/programs/heat-pump-maintenance-and-troubleshooting-microcredential-part-time-0860cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0861CM,Climate Changemakers Leadership Training,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/climate-changemakers-leadership-training-microcredential-part-time-0861cm/,applied-natural-sciences,1,4,,200,https://www.bcit.ca/programs/climate-changemakers-leadership-training-microcredential-part-time-0861cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0862CM,Residential Air to Air Heat Pump Specialist,Microcredential,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/residential-air-to-air-heat-pump-specialist-microcredential-part-time-0862cm/,engineering|trades-apprenticeships,5,6,,200,https://www.bcit.ca/programs/residential-air-to-air-heat-pump-specialist-microcredential-part-time-0862cm/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,0864CM,Marine Business Essentials,Microcredential,Part-time,School of Transportation,https://www.bcit.ca/programs/marine-business-essentials-microcredential-part-time-0864cm/,business-media|trades-apprenticeships,3,,10,,https://www.bcit.ca/programs/marine-business-essentials-microcredential-part-time-0864cm/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,0864CM
