program_id,program_name,credential,study_mode,school_domain,shape,status,adapter_classification,missing_course_count,validated_missing_count,import_status,revision_id,payload_sha256,zero_diff,warnings,blockers,source_url
0861CM,Climate Changemakers Leadership Training,Microcredential,Part-time,School of Construction and the Environment,microcredential with flat published curriculum,GREEN,none,4,4,active,578,82aa92e41589c5796a0d3310cd702b13a29585e1fcbf22dd3c8be65453fe36ae,True,[],[],https://www.bcit.ca/programs/climate-changemakers-leadership-training-microcredential-part-time-0861cm/
0862CM,Residential Air to Air Heat Pump Specialist,Microcredential,Part-time,School of Construction and the Environment,microcredential with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,4,4,active,579,97831c8549ca48d13858bca15656fc77eff5ddc325958faa3d9cf2e1e29a2fc6,True,[],[],https://www.bcit.ca/programs/residential-air-to-air-heat-pump-specialist-microcredential-part-time-0862cm/
0869CM,Occupational Health and Safety Essentials,Microcredential,Part-time,School of Health Sciences,microcredential with flat published curriculum,GREEN,none,0,0,active,580,56261e025f4125f868bdd9b336de647eb930b59abb79775a30053613a6838bb2,True,[],[],https://www.bcit.ca/programs/occupational-health-and-safety-essentials-microcredential-part-time-0869cm/
0870CM,Sexual Health Rehabilitation,Microcredential,Part-time,School of Health Sciences,microcredential with clinical placement,GREEN,none,0,0,active,581,7d28bbe9798f5d79c32e5471864cb7de30e086e366e654a164284c2ca7f5e04a,True,[],[],https://www.bcit.ca/programs/sexual-health-rehabilitation-microcredential-part-time-0870cm/
0874CM,"Fundamentals in Architecture, Construction, and Engineering",Microcredential,Part-time,School of Construction and the Environment,microcredential with flat published curriculum,GREEN,none,0,0,active,582,d757c3e3dcf1e79904e5e44af58ba67a0dd4ebc2709fdd84ff8a58e7b4848fd1,True,[],[],https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/
5880DIPLT,General Insurance and Risk Management,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,16,16,active,583,b3d30966146a9030143a124761bfdbc93a3fb7f86f1facc341103c28fba818b2,True,[],[],https://www.bcit.ca/programs/general-insurance-and-risk-management-diploma-full-time-5880diplt/
6035PDIPMA,Accounting,Diploma,Part-time,School of Business + Media,diploma with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,584,b3d3ca1bf61c2e87fd62d46c24f765e7f1569455b3c2ff613c864a3f6214b093,True,[],[],https://www.bcit.ca/programs/accounting-diploma-part-time-6035pdipma/
6045DIPMA,Finance,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,0,0,active,585,515968355b8086b402a68031404b49884871489931e2cdc67329642b3e6d685e,True,[],[],https://www.bcit.ca/programs/finance-diploma-full-time-6045dipma/
6055DIPMA,Financial Planning,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,4,4,active,586,b03986213c213e7e131bb843bc1ee4f7c0df7c66b82f0cc116aa15df17027023,True,[],[],https://www.bcit.ca/programs/financial-planning-diploma-full-time-6055dipma/
6055PDIPMA,Financial Planning,Diploma,Part-time,School of Business + Media,diploma with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,3,3,active,587,5f5832be5e6a3469078e7ee68df977f4f05ab85ad8ec1ee84dd45db7734a9dd7,True,[],[],https://www.bcit.ca/programs/financial-planning-diploma-part-time-6055pdipma/
6110DIPMA,Radio Arts and Entertainment,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,23,23,active,588,a73463478f6c469d5c07118f6c8ff9e7efc47dffa6c381b05a19a63e5d7fccfc,True,[],[],https://www.bcit.ca/programs/radio-arts-and-entertainment-diploma-full-time-6110dipma/
6220PDIPMA,Interior Design,Diploma,Part-time,School of Construction and the Environment,"diploma with published alternatives or pathways, credit pool, non-course component",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,589,0f58f76a3bd3d2876e5223efc5b19b1e4cb0fa82166d8e6c254dd47dfa185b4f,True,[],[],https://www.bcit.ca/programs/interior-design-diploma-part-time-6220pdipma/
623ADIPMA,Business Information Technology Management (Artificial Intelligence Management Option),Diploma,Full-time,School of Business + Media,diploma with non-course component,YELLOW,existing Batch 01 connector/pathway adapter; no new code,9,9,active,590,d4d87baed9d473ed3983d3064a0dda37c255c13197dccdde03d576392b636527,True,[],[],https://www.bcit.ca/programs/business-information-technology-management-artificial-intelligence-management-option-diploma-full-time-623adipma/
623BDIPMA,Business Information Technology Management (Enterprise Systems Management Option),Diploma,Full-time,School of Business + Media,diploma with non-course component,YELLOW,existing Batch 01 connector/pathway adapter; no new code,11,11,active,591,3eeffb57871b47e7e13b5b2cbbb10c3d792139214c4cfc38f906d8e25aa66737,True,[],[],https://www.bcit.ca/programs/business-information-technology-management-enterprise-systems-management-option-diploma-full-time-623bdipma/
623CDIPMA,Business Information Technology Management (Analytics Data Management Option),Diploma,Full-time,School of Business + Media,diploma with non-course component,YELLOW,existing Batch 01 connector/pathway adapter; no new code,9,9,active,592,c52dfec2d343b34dbc613ef1451efaca2ec0c7437981c058c20b17fed0de43cd,True,[],[],https://www.bcit.ca/programs/business-information-technology-management-analytics-data-management-option-diploma-full-time-623cdipma/
6245DIPLT,Business Management,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,15,15,active,593,1bd826e84bafa703fd6a9b95b58e041ab3f049098340830203933842c74c7700,True,[],[],https://www.bcit.ca/programs/business-management-diploma-full-time-6245diplt/
6245MCERT,Business Management,Certificate,Part-time,School of Business + Media,"certificate with published alternatives or pathways, credit pool, non-course component",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,594,8e23a6fbffe534befadd03b620d98934cddb155d2172c0edcfdf33d2760c3346,True,[],[],https://www.bcit.ca/programs/business-management-certificate-part-time-6245mcert/
6247DIPMA,Graphic Communications,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,26,26,active,595,00c346d061add90d63f42a53d0edaf35033136b58f95bf06b5057028d92d3d71,True,[],[],https://www.bcit.ca/programs/graphic-communications-diploma-full-time-6247dipma/
625AMCERT,Human Resource Management,Certificate,Part-time,School of Business + Media,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,596,a99c8f8a56bbece33d0009e87f96940230ecd1ae421d90b00134eb62f84483ee,True,[],[],https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/
6285CERT,Fire Service Industry Leadership,Certificate,Part-time,School of Business + Media,certificate with flat published curriculum,GREEN,none,18,18,active,597,91a9ee3feffd2da94f2821ba20f858e23bb524a755f11c8ae82bcef8b0927626,True,[],[],https://www.bcit.ca/programs/fire-service-industry-leadership-certificate-part-time-6285cert/
6290DIPMA,Strategic Human Resources Management,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,18,18,active,598,9a9f01b59caaadd4ddb19cf9778f668a3c8a54bdb759a1b4f59e5445e7a29804,True,[],[],https://www.bcit.ca/programs/strategic-human-resources-management-diploma-full-time-6290dipma/
6300MCERT,Marketing Management,Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,599,2854728b08c28b92ef5af386c4744978c90328b5bd5987165fecac60e3fceb58,True,[],[],https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/
630DMCERT,Marketing Management (Marketing Communications Option),Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,600,5ec06737bd3c287e56f0cd02a8dab08661ac4dff37af0289923b683c8215da91,True,[],[],https://www.bcit.ca/programs/marketing-management-marketing-communications-option-certificate-part-time-630dmcert/
630PMCERT,Media Techniques and Marketing Communications,Certificate,Part-time,School of Business + Media,certificate with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,9,9,active,601,ef5f0134ff604f52251ed7b847c229769a680c41eb246715a84795700d1fb38c,True,[],[],https://www.bcit.ca/programs/media-techniques-and-marketing-communications-certificate-part-time-630pmcert/
630VMCERT,Marketing Management (Professional Sales Option),Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,602,d1b8ec5e88eb3dc7a4cd23c7e497a6dccb928b7e5477b811c483b203bfc2581e,True,[],[],https://www.bcit.ca/programs/marketing-management-professional-sales-option-certificate-part-time-630vmcert/
6422DIPMA,Marketing Management,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,1,1,active,603,c106c3ac949d493915383fbdeae1b21f02a6860988750e83606609d932ce31e3,True,[],[],https://www.bcit.ca/programs/marketing-management-diploma-full-time-6422dipma/
642ADIPMA,Marketing Management (Digital Marketing and Brand Strategy Option),Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,12,12,active,604,2868d33ead60e8dcb92c2d66d2d53aeae35357b7204c1188134635e777c1dc49,True,[],[],https://www.bcit.ca/programs/marketing-management-digital-marketing-and-brand-strategy-option-diploma-full-time-642adipma/
642BDIPMA,Marketing Management (Professional Sales Option),Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,12,12,active,605,c24f5c3fc141f5de3e9ff706bd9be4bae4ef0920690df1170f86b5dad3a1cd88,True,[],[],https://www.bcit.ca/programs/marketing-management-professional-sales-option-diploma-full-time-642bdipma/
642CDIPMA,Marketing Management (Entrepreneurship Option),Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,15,15,active,606,5c627391069568c6e5e46ffddd56d2206fac9212137430aea94c65be4332c78c,True,[],[],https://www.bcit.ca/programs/marketing-management-entrepreneurship-option-diploma-full-time-642cdipma/
642DDIPMA,Marketing Management (Professional Real Estate Option),Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,14,14,active,607,29ae6b766c68cb388ce1853591ec4a8471a6213c84242a62533bf2dd458fd4cc,True,[],[],https://www.bcit.ca/programs/marketing-management-professional-real-estate-option-diploma-full-time-642ddipma/
642EDIPMA,Marketing Management (Tourism Marketing and Sales Option),Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,15,15,active,608,37ffd1277a68f524583e461541a11b5201e3fc8fb02ad957be95b0ce265c744b,True,[],[],https://www.bcit.ca/programs/marketing-management-tourism-marketing-and-sales-option-diploma-full-time-642edipma/
6450MCERT,Media Techniques for Business,Certificate,Part-time,School of Business + Media,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,10,10,active,609,26ac28fdf94d86e52eea7203bc15a40b95bce81204c21049bda486c6db75df16,True,[],[],https://www.bcit.ca/programs/media-techniques-for-business-certificate-part-time-6450mcert/
6525DIPMA,New Media Design and Web Development,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,35,35,active,610,28cf613628dac58be6ddb1129500d69244a6dcd28b99b220a1af7b4a14a7d8d7,True,[],[],https://www.bcit.ca/programs/new-media-design-and-web-development-diploma-full-time-6525dipma/
6585CERT,Graphic Design,Certificate,Full-time/Part-time,School of Business + Media,certificate with flat published curriculum,GREEN,none,0,0,active,611,643f141b26110da86c2c4566bc955777606f909ea4940d61f5e9ea24db27ae4f,True,[],[],https://www.bcit.ca/programs/graphic-design-certificate-full-time-part-time-6585cert/
6640DIPMA,Mineral Exploration and Mining Technology,Diploma,Full-time,School of Construction and the Environment,diploma with flat published curriculum,GREEN,none,5,5,active,612,07a1534499ab4517911acf5e36b827d3e57477f4ea09b5fd8504090801949dd8,True,[],[],https://www.bcit.ca/programs/mineral-exploration-and-mining-technology-diploma-full-time-6640dipma/
690AMCERT,Operations Management (Industrial Engineering Option),Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,4,4,active,613,7c00948768eb8bdaae37bc3af311524f534e7b644a4a9bc6780df47232aefaa9,True,[],[],https://www.bcit.ca/programs/operations-management-industrial-engineering-option-certificate-part-time-690amcert/
690BMCERT,Operations Management (Management Engineering Option),Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,614,e3b3505be2687edcea08c0db339994b7fd2af0287e212e29fd34bc1fadfbc4bc,True,[],[],https://www.bcit.ca/programs/operations-management-management-engineering-option-certificate-part-time-690bmcert/
690DMCERT,Operations Management (Materials Management Option),Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,4,4,active,615,55aceda1fa927709acf99a9e5bf741e689549f460cc6cf887b115806effea2bf,True,[],[],https://www.bcit.ca/programs/operations-management-materials-management-option-certificate-part-time-690dmcert/
690FMCERT,Operations Management (Facilities Management Option),Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,616,4c95bb794c95ce523280e7b06aa39161decebe9c7982a27cf6cc1c1fccebb279,True,[],[],https://www.bcit.ca/programs/operations-management-facilities-management-option-certificate-part-time-690fmcert/
6915DIPMA,Operations & Management Engineering,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,20,20,active,617,b60c2fed603d0cd541a7443521bb9fd2f48dc06200bf75474379d117a031084d,True,[],[],https://www.bcit.ca/programs/operations-and-management-engineering-diploma-full-time-6915dipma/
6945CERT,Quality and Process Management,Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,618,6b71b687df41b67c4f664546a296e787729dbf51b2ee20407fdc83afd8c4c714,True,[],[],https://www.bcit.ca/programs/quality-and-process-management-certificate-part-time-6945cert/
703BDIPMA,Business Administration (Global Studies Option),Diploma,Part-time,School of Business + Media,"diploma with published alternatives or pathways, credit pool, non-course component",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,619,5a7c045a88a935c3c9cba744d3cbbd23847b40151d54dae924365834e4941cbd,True,[],[],https://www.bcit.ca/programs/business-administration-global-studies-option-diploma-part-time-703bdipma/
703CDIPMA,Business Administration (Human Resources Option),Diploma,Part-time,School of Business + Media,"diploma with published alternatives or pathways, credit pool, non-course component",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,620,9cdbc6d3100615f012fc72665c222fbb05c24b6ba8c2f1813df80fcf05ebf0f9,True,[],[],https://www.bcit.ca/programs/business-administration-human-resources-option-diploma-part-time-703cdipma/
703DDIPMA,Business Administration (Management Option),Diploma,Part-time,School of Business + Media,"diploma with published alternatives or pathways, credit pool, non-course component",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,621,139adbb5f04c608020794aa1589d23d5c286b15d822c4cb18bada27598c28927,True,[],[],https://www.bcit.ca/programs/business-administration-management-option-diploma-part-time-703ddipma/
703EDIPMA,Business Administration (Marketing Option),Diploma,Part-time,School of Business + Media,"diploma with published alternatives or pathways, credit pool, non-course component",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,622,d1132e4bc2ac8d6e852945a0302c4e4098ac492c75d5ae0a9923603a186aa947,True,[],[],https://www.bcit.ca/programs/business-administration-marketing-option-diploma-part-time-703edipma/
7460MCERT,International Trade and Transportation Logistics,Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,4,4,active,623,c933fa9868cd018629c3152164cd7af3ee8480ec54b4371ed47117af9849194a,True,[],[],https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/
7475DIPMA,Global Supply Chain Management,Diploma,Full-time,School of Business + Media,diploma with flat published curriculum,GREEN,none,23,23,active,624,08c13d0421de9cc7e5633f45264734e653722f46fe1df745f73f00cd0630a5b1,True,[],[],https://www.bcit.ca/programs/global-supply-chain-management-diploma-full-time-7475dipma/
7485DIPMA,Forest and Natural Areas Management,Diploma,Full-time,School of Construction and the Environment,diploma with flat published curriculum,GREEN,none,19,19,active,625,1a6eace0d7fad225a32813b071dcd5f0bbcb3e5486500954cacc1d85138d36c6,True,[],[],https://www.bcit.ca/programs/forest-and-natural-areas-management-diploma-full-time-7485dipma/
7535DIPMA,Geomatics Engineering Technology,Diploma,Full-time,School of Construction and the Environment,diploma with flat published curriculum,GREEN,none,19,19,active,626,e884d9fb2845bbc1a1a544caf535b88071fda7c0228f6403c62c23a6c4e9e6cb,True,[],[],https://www.bcit.ca/programs/geomatics-engineering-technology-diploma-full-time-7535dipma/
7710DIPMA,Construction Management,Diploma,Part-time,School of Construction and the Environment,"diploma with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,9,9,active,627,6d1a2526e7d9630f0080ac5bdc6e9d5e349dab5e19a771b950f81428f66a0a9f,True,[],[],https://www.bcit.ca/programs/construction-management-diploma-part-time-7710dipma/
A200GRCERT,Building Energy Modelling,Graduate Certificate,Part-time,School of Construction and the Environment,graduate certificate with flat published curriculum,GREEN,none,2,2,active,628,42b22c844b2e90b9ea404648585f9e441c3d24ec73bf070de9b790171b3ef42d,True,[],[],https://www.bcit.ca/programs/building-energy-modelling-graduate-certificate-part-time-a200grcert/
A500GRCERT,Global Leadership,Graduate Certificate,Full-time,School of Business + Media,graduate certificate with flat published curriculum,GREEN,none,6,6,active,629,df62b1207d10ec3375aac7e8609168a9fa39ae157643df2cef1328f87b45653b,True,[],[],https://www.bcit.ca/programs/global-leadership-graduate-certificate-full-time-a500grcert/
