program_id,program_name,credential,study_mode,school_domain,shape,status,adapter_classification,missing_course_count,validated_missing_count,import_status,revision_id,payload_sha256,zero_diff,warnings,blockers,source_url
0865CM,Introduction to Power Systems Protection Design,Microcredential,Part-time,School of Energy,microcredential with flat published curriculum,GREEN,none,3,3,active,478,bb5653133266a67de86aa3d778c00dff7345fc600fbb710e784a7255b32f0e9d,True,[],[],https://www.bcit.ca/programs/introduction-to-power-systems-protection-design-microcredential-part-time-0865cm/
0866CM,Distribution Design for Electrical Utilities,Microcredential,Part-time,School of Energy,microcredential with flat published curriculum,GREEN,none,1,1,active,479,38f2009012fda1f2bc5e760767e942abf1c7b347e8456f14a78388d1f5a34577,True,[],[],https://www.bcit.ca/programs/distribution-design-for-electrical-utilities-microcredential-part-time-0866cm/
0872CM,Techniques for Crime & Intelligence Analysts (TCIA),Microcredential,Part-time,School of Computing and Academic Studies,microcredential with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,4,4,active,480,e420d479a0ef887c652f7365f66da96d8dbaccc3b06cefa6d14d32f4a62c5937,True,[],[],https://www.bcit.ca/programs/techniques-for-crime-and-intelligence-analysts-tcia-microcredential-part-time-0872cm/
0873CM,Fundamentals in Polytechnic Teaching,Microcredential,Part-time,Learning and Teaching Centre,microcredential with flat published curriculum,GREEN,none,1,1,active,481,023a08361df0de040f1664ac3ec5bb0472b7580b3dd8f74e2e7c196731d3a029,True,[],[],https://www.bcit.ca/programs/fundamentals-in-polytechnic-teaching-microcredential-part-time-0873cm/
0875CM,Applied Additive Manufacturing,Microcredential,Part-time,School of Energy,microcredential with flat published curriculum,GREEN,none,2,2,active,482,e058f1f703b54b6fc1144fa9c2ce8f17de9fba453a02ad1a05c3f13047562fbe,True,[],[],https://www.bcit.ca/programs/applied-additive-manufacturing-microcredential-part-time-0875cm/
1030CERTTS,Aircraft Gas Turbine Technician,Certificate,Full-time,School of Transportation,certificate with flat published curriculum,GREEN,none,10,10,active,483,0b4ded6a0a097a2ba91b92f1f3631d4f10898b483398ce77b3106f0a896ca64b,True,[],[],https://www.bcit.ca/programs/aircraft-gas-turbine-technician-certificate-full-time-1030certts/
1155ACERT,Construction Drawings,Associate Certificate,Part-time,School of Construction and the Environment,associate certificate with flat published curriculum,GREEN,none,0,0,active,484,a688cc3f6d796da093fa5e6499df04796f846bdadfe098613da3562c3c6d8b66,True,[],[],https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/
1360CERT,Automotive Technician (Honda/Acura Foundation),Certificate,Full-time,School of Transportation,certificate with flat published curriculum,GREEN,none,1,1,active,485,8af4cabb606eab1223b6620d504fcdba5c73c33743b6d63c9bfe44cee50b29d9,True,[],[],https://www.bcit.ca/programs/automotive-technician-honda-acura-foundation-certificate-full-time-1360cert/
1375TTCERT,Automotive Technician (Toyota Foundation),Certificate,Full-time,School of Transportation,certificate with flat published curriculum,GREEN,none,1,1,active,486,c001cf3ba6744b4b2c9c497c9625267d8392d86d6d6ef662933ebd341e47ee98,True,[],[],https://www.bcit.ca/programs/automotive-technician-toyota-foundation-certificate-full-time-1375ttcert/
1430DIPMA,Automotive Service Technician and Operations,Diploma,Full-time,School of Transportation,diploma with flat published curriculum,GREEN,none,41,41,active,487,f53c3ffe0f995d79a9d62371c061fb4f808bc1a42ba854b7d12e1fa309d233b5,True,[],[],https://www.bcit.ca/programs/automotive-service-technician-and-operations-diploma-full-time-1430dipma/
143ADIPMA,Automotive Service Technician and Operations (Ford ASSET Option),Diploma,Full-time,School of Transportation,diploma with flat published curriculum,GREEN,none,41,41,active,488,ae9bb0ee95c3f21e17d567b1916fc4dc960257c3f120715c1f353d47155541e7,True,[],[],https://www.bcit.ca/programs/automotive-service-technician-and-operations-ford-asset-option-diploma-full-time-143adipma/
143BDIPMA,Automotive Service Technician and Operations - Non-Co-op Option,Diploma,Full-time,School of Transportation,diploma with flat published curriculum,GREEN,none,39,39,active,489,12aa1418a4ac07049774caeda75d7067d109e090c77b58d2854e569fa67c71af,True,[],[],https://www.bcit.ca/programs/automotive-service-technician-and-operations-non-co-op-option-diploma-full-time-143bdipma/
1645CERT,Carpentry Framing and Forming Foundation,Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,490,fa6ca35e23b270e6971e6cbea1303629f6a7a31ecd87ae7ba8b1fe8c36e4a96a,True,[],[],https://www.bcit.ca/programs/carpentry-framing-and-forming-foundation-certificate-full-time-1645cert/
1720CERTTS,Architectural and Structural CADD and Graphics Technician (Architectural Option),Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,13,13,active,491,d0513e725f4e34fbc07d37ed2400fb63fe8d600efd227c0ec81ba68ca009f8ab,True,[],[],https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-architectural-option-certificate-full-time-1720certts/
1855DIPMA,Heavy Duty Truck Technology,Diploma,Full-time,School of Transportation,diploma with flat published curriculum,GREEN,none,33,33,active,492,d1e6ab5eaf17cf68477d1841a8a1dca8b125e05cabcc40b6ee98dfcd19f8d616,True,[],[],https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/
1885ACERTS,Network Administrator Technician,Associate Certificate,Part-time,School of Energy,associate certificate with flat published curriculum,GREEN,none,0,0,active,493,5b61edc0a90d0c82e1fe1ebdfea2964e3aa50893e26445a1338c1ba16f852b77,True,[],[],https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/
2440CERT,Piping Foundation,Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,494,7c6ee1383ed98c3d93e4325a2e7947992dd6d02582fdad7b1841e2ce966abb10,True,[],[],https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/
2542CERTTS,Watchkeeping Mate Near Coastal (WKMNC),Certificate,Part-time,School of Transportation,certificate with flat published curriculum,GREEN,none,1,1,active,495,170628f0e6e74429d3dd5d4e4ab2a41be1c333b3dbacb382ac874f5725e9f90f,True,[],[],https://www.bcit.ca/programs/watchkeeping-mate-near-coastal-wkmnc-certificate-part-time-2542certts/
2645CERT,Sheet Metal Worker Foundation,Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,496,2c08fc8560b70025e0d8f5e35f3e07028f7198a04aa8b3eada43e1746309e748,True,[],[],https://www.bcit.ca/programs/sheet-metal-worker-foundation-certificate-full-time-2645cert/
2825CERT,Metal Fabricator Foundation,Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,14,14,active,497,81c24e083b124ab5f9a6045aea02e4a56a38d6702208c32228b4e815572fb62f,True,[],[],https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/
2847CERT,Welder Foundation,Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,498,edb9c862f2587f5430d693240847fea20f03ab839123cca13f0e38dd379d2a58,True,[],[],https://www.bcit.ca/programs/welder-foundation-certificate-full-time-2847cert/
2860TTCERT,"Welding, Level B",Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,499,0ff4b635e7d0856cb312744fd2511c18635f5dd440e3e927427435c9a37a719c,True,[],[],https://www.bcit.ca/programs/welding-level-b-certificate-full-time-2860ttcert/
2870TTCERT,"Welding, Level A",Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,500,4cd96094ecda9a10d66e39dd7a23ca5fe82e9a1ae84cebee0ada7c08609643aa,True,[],[],https://www.bcit.ca/programs/welding-level-a-certificate-full-time-2870ttcert/
2915CERT,Security Systems Technician,Certificate,Full-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,6,6,active,501,6f0d318458fe2a8f4f8935e8472a508f8e4f57020faebaff49c82563193adae8,True,[],[],https://www.bcit.ca/programs/security-systems-technician-certificate-full-time-2915cert/
5077CERT,Event Marketing and Management Strategy,Certificate,Part-time,School of Business + Media,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,2,2,active,502,f8edc83ef5e0a7d2b189d39543a5f222c91b40aaf52935ce007109d6a2282ef9,True,[],[],https://www.bcit.ca/programs/event-marketing-and-management-strategy-certificate-part-time-5077cert/
5085ACERT,Project Management,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,1,1,active,503,9605bd3fcca82eff956a0c60d7080c9ac1d886bf59d2f73701eda9ebef40afac,True,[],[],https://www.bcit.ca/programs/project-management-associate-certificate-part-time-5085acert/
515HACERT,Building Design and Architectural CAD,Associate Certificate,Part-time,School of Construction and the Environment,associate certificate with flat published curriculum,GREEN,none,0,0,active,504,a89716bccc5389a79460e40e52e2992d08a23b714ceaa3d2bdf60b72dd61a228,True,[],[],https://www.bcit.ca/programs/building-design-and-architectural-cad-associate-certificate-part-time-515hacert/
5160ACERT,Industrial Wood Processing,Associate Certificate,Part-time,School of Construction and the Environment,associate certificate with flat published curriculum,GREEN,none,5,5,active,505,b472018dec318d0a9958372cfe4f5e2013eba829c4761b861e98b14af4fa234b,True,[],[],https://www.bcit.ca/programs/industrial-wood-processing-associate-certificate-part-time-5160acert/
5175ACERT,Polytechnic Teaching,Associate Certificate,Part-time,Learning and Teaching Centre,associate certificate with flat published curriculum,GREEN,none,3,3,active,506,5e6f7ba7dc9b70b93261b435c407e4370ee5da149feb96d32981d3ab310b2c46,True,[],[],https://www.bcit.ca/programs/polytechnic-teaching-associate-certificate-part-time-5175acert/
5275ACERT,Business Intelligence,Associate Certificate,Part-time,School of Business + Media,associate certificate with flat published curriculum,GREEN,none,1,1,active,507,59b04f58e08c1dd3ab313f04e164f3b63f3ca9556a28da326f33a6eafdef3575,True,[],[],https://www.bcit.ca/programs/business-intelligence-associate-certificate-part-time-5275acert/
530ADIPLT,Cardiology Technology,Diploma,Part-time,School of Health Sciences,diploma with clinical placement,GREEN,none,5,5,active,508,6c6ccb422b072ed41e9d14d5ff1f5ed1feccd3c24dd0c7b061d2c8e435b72f19,True,[],[],https://www.bcit.ca/programs/cardiology-technology-diploma-part-time-530adiplt/
5430CERT,Civil Technology,Certificate,Part-time,School of Construction and the Environment,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,5,5,active,509,bac487765abb71d36bace2d7dac160dbc6f4a4ad6daa4109da7202eddf1e281d,True,[],[],https://www.bcit.ca/programs/civil-technology-certificate-part-time-5430cert/
5725ACERT,Computerized Accounting,Associate Certificate,Part-time,School of Business + Media,associate certificate with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,510,c6d043045f0f2d6332840726ddbfce2f611ab8290bcc731ddafa52ac81176a37,True,[],[],https://www.bcit.ca/programs/computerized-accounting-associate-certificate-part-time-5725acert/
576CDIPMA,Diagnostic Medical Sonography (General and Cardiac Sonography Option),Diploma,Full-time,School of Health Sciences,diploma with clinical placement,GREEN,none,3,3,active,511,89a9c3cee41868857d4286ce0c870b91d7f10e43f0c73600912bbab36d77e916,True,[],[],https://www.bcit.ca/programs/diagnostic-medical-sonography-general-and-cardiac-sonography-option-diploma-full-time-576cdipma/
585CMCERT,Financial Management (Finance Option),Certificate,Part-time,School of Business + Media,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,1,1,active,512,1d98aef6cf77163739cd570ac10dda6af5f9434be5230683dd9e3b3411576538,True,"[""duplicate course reference normalized during import: BSYS1001"", ""duplicate course reference normalized during import: ECON2100"", ""duplicate course reference normalized during import: ECON2200"", ""duplicate course reference normalized during import: FMGT2711"", ""duplicate course reference normalized during import: FMGT3210"", ""duplicate course reference normalized during import: FMGT3410"", ""duplicate course reference normalized during import: FMGT4210"", ""duplicate course reference normalized during import: FMGT4410""]",[],https://www.bcit.ca/programs/financial-management-finance-option-certificate-part-time-585cmcert/
585FMCERT,Financial Management (Professional Accounting Option),Certificate,Part-time,School of Business + Media,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,3,3,active,513,af6c8093b64edff614158a9d3a80a286809d4def1679e5720c877913ae60faba,True,"[""duplicate course reference normalized during import: ECON2200"", ""duplicate course reference normalized during import: OPMT1130"", ""duplicate course reference normalized during import: ORGB1105""]",[],https://www.bcit.ca/programs/financial-management-professional-accounting-option-certificate-part-time-585fmcert/
5985ACERT,User Interface (UI) and User Experience (UX) Design,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,514,70d4e4ad8d2590cf006100c74b7c931df5a990579a438d85d5362842e70d6e64,True,[],[],https://www.bcit.ca/programs/user-interface-ui-and-user-experience-ux-design-associate-certificate-part-time-5985acert/
6008CERT,Payroll Administration,Certificate,Part-time,School of Business + Media,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,515,67f39c9664319ddb510fe0aa018c7ddbd24389f488617a103179855c80fd2cf8,True,[],[],https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/
6030CERT,Architectural and Building Technology,Certificate,Part-time,School of Construction and the Environment,certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,5,5,active,516,42831af703c315a4bce29ab91532c4b5b2d84dd8f8fe5455c874a58abae9275f,True,[],[],https://www.bcit.ca/programs/architectural-and-building-technology-certificate-part-time-6030cert/
6040ACERT,Fundamentals of Water and Wastewater Operations,Associate Certificate,Part-time,School of Construction and the Environment,associate certificate with flat published curriculum,GREEN,none,4,4,active,517,0f1153ca06e8da9d03aab445faba116221329a2a4627c0a3c1c9a3a73b2fe628,True,[],[],https://www.bcit.ca/programs/fundamentals-of-water-and-wastewater-operations-associate-certificate-part-time-6040acert/
6090CERT,"Essential Technical Skills for Architecture, Construction, and Engineering",Certificate,Part-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,10,10,active,518,f33e551b3b15b5fae609acababf8f8b95d28eee950ca1d1767a9b32a287fb50f,True,[],[],https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/
6185ADCERT,Renewable Energy Electrical Systems Installation & Maintenance,Advanced Certificate,Part-time,School of Construction and the Environment,advanced certificate with flat published curriculum,GREEN,none,2,2,active,519,a407f8ab6bdb76de316cd72e43f77009eccdf4ba234e0d5a5f21ae0692fc1a16,True,[],[],https://www.bcit.ca/programs/renewable-energy-electrical-systems-installation-and-maintenance-advanced-certificate-part-time-6185adcert/
6195CERT,Interior Design Fundamentals,Certificate,Full-time/Part-time,School of Construction and the Environment,certificate with flat published curriculum,GREEN,none,1,1,active,520,14e2405591eea772ceffbef5814202d59b794a1aab61b821abb812090c6872d3,True,[],[],https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/
6225ACERT,Global Business Studies,Associate Certificate,Part-time,School of Business + Media,"associate certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,8,8,active,521,1cd8204a9576b430e532e05af987e1b98960167a07eddb111f5bd6fb765c850c,True,"[""duplicate course reference normalized during import: RMGT5007""]",[],https://www.bcit.ca/programs/global-business-studies-associate-certificate-part-time-6225acert/
630HACERT,Marketing Management - Entrepreneurship,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,2,2,active,522,78372e689250f2e31d1a293f2d99d20defe009dee7cfa9127288ed9d94f4bf17,True,[],[],https://www.bcit.ca/programs/marketing-management-entrepreneurship-associate-certificate-part-time-630hacert/
630MACERT,Marketing Management - Sales Skills,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,1,1,active,523,1c06ec21a449fa70c5a545671dae95fa720d80cbccced958854687eb51cc0c60,True,[],[],https://www.bcit.ca/programs/marketing-management-sales-skills-associate-certificate-part-time-630macert/
630WACERT,Marketing Management - Customer Relationship Marketing,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,524,ca217bd6971b34ed419d9c237cc9c4ec66b0d69977010acaa2a4e095be465134,True,[],[],https://www.bcit.ca/programs/marketing-management-customer-relationship-marketing-associate-certificate-part-time-630wacert/
630XACERT,Marketing Management - Public Relations,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,525,ce2eacd5f236c52ac5b93d0118be2cc8d9635a9f3f4cfd500bab8bc5b5fc98f8,True,[],[],https://www.bcit.ca/programs/marketing-management-public-relations-associate-certificate-part-time-630xacert/
6365ACERT,Food Safety,Associate Certificate,Part-time,School of Health Sciences,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,4,4,active,526,ebe4b73e25174613f1c0bca5b4fb7304da1741b9a44b64dbb0862da4eac0d7f4,True,[],[],https://www.bcit.ca/programs/food-safety-associate-certificate-part-time-6365acert/
6375ACERT,Digital Marketing Foundations,Associate Certificate,Part-time,School of Business + Media,associate certificate with flat published curriculum,GREEN,none,0,0,active,527,6392c5a6c39c2d2c6f0f9ee1fdee7706bdfd1b7f5dcd8e684a67683dafd82c32,True,[],[],https://www.bcit.ca/programs/digital-marketing-foundations-associate-certificate-part-time-6375acert/
6390ACERT,Marketing Management - Fundraising Management,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,3,3,active,528,f90216932837fd9b30504fe64a0c144d050ba0120394e3bb318327eb0c61fa3e,True,[],[],https://www.bcit.ca/programs/marketing-management-fundraising-management-associate-certificate-part-time-6390acert/
6505ACERT,Graphic Design Foundations,Associate Certificate,Part-time,School of Business + Media,associate certificate with flat published curriculum,GREEN,none,0,0,active,529,8d05893ea0e5e020685029369d192ad76995f4013db7f417212eb078211c89ba,True,[],[],https://www.bcit.ca/programs/graphic-design-foundations-associate-certificate-part-time-6505acert/
